nombre,Fecha,data
x1,06/11/2006,40.85
x1,07/11/2006,33.63
x1,08/11/2006,30.82
x1,09/11/2006,20.88
x1,10/11/2006,30.06
x1,11/11/2006,32.97
x1,12/11/2006,15.49
x1,13/11/2006,40.04
x1,14/11/2006,28.91
x1,15/11/2006,31.04
x1,16/11/2006,14
x1,17/11/2006,28.21
x1,18/11/2006,24.72
x1,19/11/2006,3.58
x1,20/11/2006,28.56
x1,21/11/2006,26.51
x1,22/11/2006,19.04
x1,23/11/2006,21.07
x1,24/11/2006,13.44
x1,25/11/2006,16.81
x1,26/11/2006,25.05
x1,27/11/2006,15.91
x1,28/11/2006,16.77
x1,29/11/2006,5.15
x1,30/11/2006,9.75
x1,01/12/2006,19.45
x1,02/12/2006,31.31
x1,03/12/2006,10.11
x1,04/12/2006,12.55
x1,05/12/2006,13.46
x1,06/12/2006,26.64
x1,07/12/2006,8.02
x1,08/12/2006,22.26
x1,09/12/2006,6.78
x1,10/12/2006,20.07
x1,11/12/2006,18.1
x1,12/12/2006,2.05
x1,13/12/2006,14.06
x1,14/12/2006,19.95
x1,15/12/2006,11.42
x1,16/12/2006,1.33
x1,17/12/2006,15.26
x1,18/12/2006,15.22
x1,19/12/2006,25.48
x1,20/12/2006,14.82
x1,21/12/2006,11.8
x1,22/12/2006,0.84
x1,23/12/2006,16.24
x1,24/12/2006,5.78
x1,25/12/2006,16.51
x1,26/12/2006,21.12
x1,27/12/2006,8.81
x1,28/12/2006,16.39
x1,29/12/2006,17.74
x1,30/12/2006,7.37
x1,31/12/2006,5.94
x1,01/01/2007,7.72
x1,02/01/2007,15.1
x1,03/01/2007,4.16
x1,04/01/2007,6.38
x1,05/01/2007,15.05
x1,06/01/2007,8.76
x1,07/01/2007,9.96
x1,08/01/2007,11.13
x1,09/01/2007,21.42
x1,10/01/2007,-0.22
x1,11/01/2007,0.94
x1,12/01/2007,6.69
x1,13/01/2007,12.1
x1,14/01/2007,12.1
x1,15/01/2007,6.93
x1,16/01/2007,10.82
x1,17/01/2007,18.66
x1,18/01/2007,7.13
x1,19/01/2007,8.28
x1,20/01/2007,4.09
x1,21/01/2007,2.4
x1,22/01/2007,8.42
x1,23/01/2007,11.03
x1,24/01/2007,6.26
x1,25/01/2007,9.51
x1,26/01/2007,8.28
x1,27/01/2007,5.82
x1,28/01/2007,1.38
x1,29/01/2007,5.92
x1,30/01/2007,5.75
x1,31/01/2007,4.54
x1,01/02/2007,11.11
x1,02/02/2007,13.99
x1,03/02/2007,18.85
x1,04/02/2007,9.56
x1,05/02/2007,5.94
x1,06/02/2007,10.66
x1,07/02/2007,8.77
x1,08/02/2007,4.54
x1,09/02/2007,6.87
x1,10/02/2007,0.13
x1,11/02/2007,7.21
x1,12/02/2007,5.08
x1,13/02/2007,6
x1,14/02/2007,3.56
x1,15/02/2007,3.15
x1,16/02/2007,9.96
x1,17/02/2007,5.99
x1,18/02/2007,4.54
x1,19/02/2007,7.09
x1,20/02/2007,10.64
x1,21/02/2007,14.78
x1,22/02/2007,12.16
x1,23/02/2007,10.3
x1,24/02/2007,11.49
x1,25/02/2007,4.39
x1,26/02/2007,3.93
x1,27/02/2007,-0.24
x1,28/02/2007,3.44
x1,01/03/2007,5.3
x1,02/03/2007,14.8
x1,03/03/2007,7.66
x1,04/03/2007,-5.51
x1,05/03/2007,-1.64
x1,06/03/2007,14.07
x1,07/03/2007,0.04
x1,08/03/2007,3.44
x1,09/03/2007,1.7
x1,10/03/2007,7.37
x1,11/03/2007,0.05
x1,12/03/2007,3.41
x1,13/03/2007,4.7
x1,14/03/2007,3.18
x1,15/03/2007,0.37
x1,16/03/2007,-0.14
x1,17/03/2007,4.64
x1,18/03/2007,6.28
x1,19/03/2007,1.78
x1,20/03/2007,4
x1,21/03/2007,3.95
x1,22/03/2007,0.35
x1,23/03/2007,0.82
x1,24/03/2007,13.68
x1,25/03/2007,2.7
x1,26/03/2007,1.68
x1,27/03/2007,2.24
x1,28/03/2007,6.81
x1,29/03/2007,5.5
x1,30/03/2007,2.14
x1,31/03/2007,4.16
x1,01/04/2007,3.99
x1,02/04/2007,1.65
x1,03/04/2007,4.69
x1,04/04/2007,6.72
x1,05/04/2007,4.68
x1,06/04/2007,5.16
x1,07/04/2007,4.87
x1,08/04/2007,7.23
x1,09/04/2007,5.11
x1,10/04/2007,8.63
x1,11/04/2007,-14.35
x1,12/04/2007,16
x1,13/04/2007,-0.13
x1,14/04/2007,1.38
x1,15/04/2007,3.66
x1,16/04/2007,1.07
x1,17/04/2007,3.02
x1,18/04/2007,2.74
x1,19/04/2007,8.68
x1,20/04/2007,7.17
x1,21/04/2007,2.53
x1,22/04/2007,4.53
x1,23/04/2007,1.72
x1,24/04/2007,12.27
x1,25/04/2007,1.35
x1,26/04/2007,5.69
x1,27/04/2007,4.54
x1,28/04/2007,8.7
x1,29/04/2007,10.37
x1,30/04/2007,5.86
x1,01/05/2007,5.32
x1,02/05/2007,2.02
x1,03/05/2007,9.04
x1,04/05/2007,6.93
x1,05/05/2007,5.56
x1,06/05/2007,7.09
x1,07/05/2007,3.97
x1,08/05/2007,2.23
x1,09/05/2007,2.69
x1,10/05/2007,4.09
x1,11/05/2007,3.06
x1,12/05/2007,3.77
x1,13/05/2007,3.69
x1,14/05/2007,6.69
x1,15/05/2007,7.04
x1,16/05/2007,10.4
x1,17/05/2007,3.44
x1,18/05/2007,18.93
x1,19/05/2007,-14.82
x1,20/05/2007,3.16
x1,21/05/2007,3.36
x1,22/05/2007,10.57
x1,23/05/2007,5.25
x1,24/05/2007,4.28
x1,25/05/2007,3.22
x1,26/05/2007,6.13
x1,27/05/2007,29.65
x1,28/05/2007,5.61
x1,29/05/2007,7.22
x1,30/05/2007,30.12
x1,31/05/2007,16.3
x1,01/06/2007,6.87
x1,02/06/2007,12.74
x1,03/06/2007,17.72
x1,04/06/2007,3.31
x1,05/06/2007,21.51
x1,06/06/2007,16.07
x1,07/06/2007,29.34
x1,08/06/2007,25.26
x1,09/06/2007,4.65
x1,10/06/2007,19.39
x1,11/06/2007,26.34
x1,12/06/2007,19.07
x1,13/06/2007,16.53
x1,14/06/2007,4.88
x1,15/06/2007,30.27
x1,16/06/2007,21.55
x1,17/06/2007,36.03
x1,18/06/2007,44.87
x1,19/06/2007,13
x1,20/06/2007,15.88
x1,21/06/2007,10.54
x1,22/06/2007,11.22
x1,23/06/2007,15.73
x1,24/06/2007,11.03
x1,25/06/2007,15.65
x1,26/06/2007,25.11
x1,27/06/2007,13.41
x1,28/06/2007,6.71
x1,29/06/2007,18.23
x1,30/06/2007,18.69
x1,01/07/2007,6.61
x1,02/07/2007,16.37
x1,03/07/2007,14.59
x1,04/07/2007,27.22
x1,05/07/2007,3.86
x1,06/07/2007,5.89
x1,07/07/2007,16.32
x1,08/07/2007,6.57
x1,09/07/2007,20.61
x1,10/07/2007,9.85
x1,11/07/2007,9.35
x1,12/07/2007,5.33
x1,13/07/2007,4.14
x1,14/07/2007,12.23
x1,15/07/2007,17.33
x1,16/07/2007,17.38
x1,17/07/2007,13.05
x1,18/07/2007,27.66
x1,19/07/2007,18.1
x1,20/07/2007,13.52
x1,21/07/2007,6.85
x1,22/07/2007,39.81
x1,23/07/2007,30.37
x1,24/07/2007,46.53
x1,25/07/2007,26.76
x1,26/07/2007,27.98
x1,27/07/2007,22.53
x1,28/07/2007,19.05
x1,29/07/2007,29.75
x1,30/07/2007,19.68
x1,31/07/2007,21.58
x1,01/08/2007,16.16
x1,02/08/2007,9.99
x1,03/08/2007,30.06
x1,04/08/2007,12.63
x1,05/08/2007,30.31
x1,06/08/2007,48.57
x1,07/08/2007,48.23
x1,08/08/2007,25.15
x1,09/08/2007,35.85
x1,10/08/2007,7.37
x1,11/08/2007,27.76
x1,12/08/2007,30.7
x1,13/08/2007,66.25
x1,14/08/2007,82.2
x1,15/08/2007,78.4
x1,16/08/2007,81.22
x1,17/08/2007,52.86
x1,18/08/2007,53.87
x1,19/08/2007,32.28
x1,20/08/2007,28.83
x1,21/08/2007,28.31
x1,22/08/2007,31.93
x1,23/08/2007,57.75
x1,24/08/2007,59.1
x1,25/08/2007,33.06
x1,26/08/2007,62.75
x1,27/08/2007,57.92
x1,28/08/2007,48.84
x1,29/08/2007,78.16
x1,30/08/2007,67.1
x1,31/08/2007,96.48
x1,01/09/2007,59.29
x1,02/09/2007,70.28
x1,03/09/2007,55.03
x1,04/09/2007,47.18
x1,05/09/2007,59.22
x1,06/09/2007,79.3
x1,07/09/2007,66.31
x1,08/09/2007,68.24
x1,09/09/2007,110.4
x1,10/09/2007,80.02
x1,11/09/2007,73.73
x1,12/09/2007,74.33
x1,13/09/2007,83.86
x1,14/09/2007,55.53
x1,15/09/2007,76.13
x1,16/09/2007,33
x1,17/09/2007,41.11
x1,18/09/2007,65.78
x1,19/09/2007,46.58
x1,20/09/2007,35.58
x1,21/09/2007,52.46
x1,22/09/2007,55.59
x1,23/09/2007,77.19
x1,24/09/2007,107.49
x1,25/09/2007,138.55
x1,26/09/2007,129.58
x1,27/09/2007,80.56
x1,28/09/2007,111.61
x1,29/09/2007,70.69
x1,30/09/2007,73.85
x1,01/10/2007,55.44
x1,02/10/2007,63.92
x1,03/10/2007,42.84
x1,04/10/2007,45.68
x1,05/10/2007,41.14
x1,06/10/2007,36.28
x1,07/10/2007,23.07
x1,08/10/2007,33.74
x1,09/10/2007,45.4
x1,10/10/2007,49.93
x1,11/10/2007,104.22
x1,12/10/2007,117.38
x1,13/10/2007,81.05
x1,14/10/2007,79.79
x1,15/10/2007,75.71
x1,16/10/2007,74.78
x1,17/10/2007,71.8
x1,18/10/2007,85.98
x1,19/10/2007,119.21
x1,20/10/2007,77.44
x1,21/10/2007,99.58
x1,22/10/2007,93.18
x1,23/10/2007,138.23
x1,24/10/2007,126.11
x1,25/10/2007,95.88
x1,26/10/2007,84.13
x1,27/10/2007,59.1
x1,28/10/2007,58.28
x1,29/10/2007,54.34
x1,30/10/2007,60.86
x1,31/10/2007,48.18
x1,01/11/2007,48.27
x1,02/11/2007,48.36
x1,03/11/2007,36.95
x1,04/11/2007,43.21
x1,05/11/2007,37.35
x1,06/11/2007,31.13
x1,07/11/2007,31.3
x1,08/11/2007,37.04
x1,09/11/2007,31.17
x1,10/11/2007,31
x1,11/11/2007,25.06
x1,12/11/2007,24.89
x1,13/11/2007,31.16
x1,14/11/2007,30.8
x1,15/11/2007,24.42
x1,16/11/2007,13.84
x1,17/11/2007,19.42
x1,18/11/2007,31.15
x1,19/11/2007,19.17
x1,20/11/2007,25.05
x1,21/11/2007,19.13
x1,22/11/2007,18.97
x1,23/11/2007,25.6
x1,24/11/2007,25.09
x1,25/11/2007,25.36
x1,26/11/2007,7.4
x1,27/11/2007,25.33
x1,28/11/2007,12.89
x1,29/11/2007,19.06
x1,30/11/2007,19.58
x1,01/12/2007,19.48
x1,02/12/2007,13.44
x1,03/12/2007,13.39
x1,04/12/2007,13.77
x1,05/12/2007,13.52
x1,06/12/2007,13.65
x1,07/12/2007,19.38
x1,08/12/2007,19.41
x1,09/12/2007,13.29
x1,10/12/2007,7.38
x1,11/12/2007,13.25
x1,12/12/2007,13.3
x1,13/12/2007,13.48
x1,14/12/2007,7.41
x1,15/12/2007,16.74
x1,16/12/2007,15.68
x1,17/12/2007,5.85
x1,18/12/2007,11.88
x1,19/12/2007,9.26
x1,20/12/2007,19.55
x1,21/12/2007,7.3
x1,22/12/2007,11.07
x1,23/12/2007,11.78
x1,24/12/2007,7.26
x1,25/12/2007,9.12
x1,26/12/2007,4.66
x1,27/12/2007,15.32
x1,28/12/2007,11.98
x1,29/12/2007,3.07
x1,30/12/2007,1.74
x1,31/12/2007,1.74
x1,01/01/2008,1.29
x1,02/01/2008,10.69
x1,03/01/2008,15.24
x1,04/01/2008,7.64
x1,05/01/2008,11.12
x1,06/01/2008,11.36
x1,07/01/2008,10.09
x1,08/01/2008,15.61
x1,09/01/2008,8.09
x1,10/01/2008,5.36
x1,11/01/2008,11.43
x1,12/01/2008,5.17
x1,13/01/2008,3.96
x1,14/01/2008,3.68
x1,15/01/2008,6.17
x1,16/01/2008,16.06
x1,17/01/2008,6.84
x1,18/01/2008,3.19
x1,19/01/2008,5.53
x1,20/01/2008,11.7
x1,21/01/2008,4.22
x1,22/01/2008,3.33
x1,23/01/2008,7.33
x1,24/01/2008,2.94
x1,25/01/2008,10.65
x1,26/01/2008,4.27
x1,27/01/2008,6.51
x1,28/01/2008,10.6
x1,29/01/2008,12.56
x1,30/01/2008,7.37
x1,31/01/2008,9.11
x1,01/02/2008,13.2
x1,02/02/2008,10.53
x1,03/02/2008,11.33
x1,04/02/2008,11.4
x1,05/02/2008,15.38
x1,06/02/2008,9.67
x1,07/02/2008,9.54
x1,08/02/2008,3.35
x1,09/02/2008,6.69
x1,10/02/2008,4.25
x1,11/02/2008,2.78
x1,12/02/2008,2.17
x1,13/02/2008,2.58
x1,14/02/2008,6.68
x1,15/02/2008,7.12
x1,16/02/2008,1.53
x1,17/02/2008,9.44
x1,18/02/2008,2.22
x1,19/02/2008,3.41
x1,20/02/2008,3.12
x1,21/02/2008,4.12
x1,22/02/2008,5.81
x1,23/02/2008,8.75
x1,24/02/2008,8.64
x1,25/02/2008,2.23
x1,26/02/2008,5.48
x1,27/02/2008,7.26
x1,28/02/2008,1.32
x1,29/02/2008,7.45
x1,01/03/2008,3.75
x1,02/03/2008,7.39
x1,03/03/2008,5.2
x1,04/03/2008,4.18
x1,05/03/2008,6.22
x1,06/03/2008,-0.22
x1,07/03/2008,3.49
x1,08/03/2008,3.48
x1,09/03/2008,0.72
x1,10/03/2008,0.71
x1,11/03/2008,1.19
x1,12/03/2008,4.69
x1,13/03/2008,2.05
x1,14/03/2008,1.05
x1,15/03/2008,5.58
x1,16/03/2008,12.74
x1,17/03/2008,6.32
x1,18/03/2008,9.71
x1,19/03/2008,3.28
x1,20/03/2008,2.97
x1,21/03/2008,2.52
x1,22/03/2008,2.74
x1,23/03/2008,3.2
x1,24/03/2008,5.73
x1,25/03/2008,5.19
x1,26/03/2008,14.89
x1,27/03/2008,3.19
x1,28/03/2008,3.56
x1,29/03/2008,5.13
x1,30/03/2008,2.74
x1,31/03/2008,62.69
x1,01/04/2008,1.08
x1,02/04/2008,-2.32
x1,03/04/2008,5.91
x1,04/04/2008,6.18
x1,05/04/2008,1.87
x1,06/04/2008,1.2
x1,07/04/2008,3.46
x1,08/04/2008,0.99
x1,09/04/2008,3.11
x1,10/04/2008,2.57
x1,11/04/2008,8.41
x1,12/04/2008,-4.48
x1,13/04/2008,3.09
x1,14/04/2008,-2.64
x1,15/04/2008,6.93
x1,16/04/2008,1.34
x1,17/04/2008,2.5
x1,18/04/2008,0.16
x1,19/04/2008,3.42
x1,20/04/2008,2.39
x1,21/04/2008,3
x1,22/04/2008,2.77
x1,23/04/2008,1.5
x1,24/04/2008,14.59
x1,25/04/2008,-0.1
x1,26/04/2008,-0.54
x1,27/04/2008,-2.57
x1,28/04/2008,-0.35
x1,29/04/2008,3.66
x1,30/04/2008,4.06
x1,01/05/2008,-5.3
x1,02/05/2008,3.04
x1,03/05/2008,-4.56
x1,04/05/2008,-1.99
x1,05/05/2008,8.99
x1,06/05/2008,16.86
x1,07/05/2008,78.56
x1,08/05/2008,-73.79
x1,09/05/2008,-2.11
x1,10/05/2008,-0.31
x1,11/05/2008,-2.24
x1,12/05/2008,9.07
x1,13/05/2008,5.44
x1,14/05/2008,5.56
x1,15/05/2008,-0.56
x1,16/05/2008,0.25
x1,17/05/2008,4.49
x1,18/05/2008,1.53
x1,19/05/2008,4.59
x1,20/05/2008,11.65
x1,21/05/2008,1.36
x1,22/05/2008,6.12
x1,23/05/2008,8.18
x1,24/05/2008,4.51
x1,25/05/2008,8.05
x1,26/05/2008,3.67
x1,27/05/2008,12.06
x1,28/05/2008,0.03
x1,29/05/2008,-0.6
x1,30/05/2008,10.07
x1,31/05/2008,84.77
x1,01/06/2008,18.96
x1,02/06/2008,47.96
x1,03/06/2008,74.8
x1,04/06/2008,44.31
x1,05/06/2008,56.33
x1,06/06/2008,13.58
x1,07/06/2008,54.48
x1,08/06/2008,26.3
x1,09/06/2008,46.35
x1,10/06/2008,50.18
x1,11/06/2008,38.37
x1,12/06/2008,29.13
x1,13/06/2008,55.32
x1,14/06/2008,54.71
x1,15/06/2008,22.06
x1,16/06/2008,23.82
x1,17/06/2008,32.32
x1,18/06/2008,49.49
x1,19/06/2008,58.78
x1,20/06/2008,35.73
x1,21/06/2008,95.49
x1,22/06/2008,33.88
x1,23/06/2008,27.95
x1,24/06/2008,11.13
x1,25/06/2008,22.36
x1,26/06/2008,27.66
x1,27/06/2008,78.62
x1,28/06/2008,88.11
x1,29/06/2008,55.45
x1,30/06/2008,56.11
x1,01/07/2008,54.93
x1,02/07/2008,90.94
x1,03/07/2008,67.45
x1,04/07/2008,66
x1,05/07/2008,90.56
x1,06/07/2008,94.16
x1,07/07/2008,131.26
x1,08/07/2008,110.01
x1,09/07/2008,74.13
x1,10/07/2008,103.85
x1,11/07/2008,60.46
x1,12/07/2008,85.11
x1,13/07/2008,57.54
x1,14/07/2008,122.01
x1,15/07/2008,140.18
x1,16/07/2008,89.94
x1,17/07/2008,77.34
x1,18/07/2008,42.04
x1,19/07/2008,35.56
x1,20/07/2008,91.04
x1,21/07/2008,96.11
x1,22/07/2008,159.47
x1,23/07/2008,73.13
x1,24/07/2008,113.36
x1,25/07/2008,70.84
x1,26/07/2008,104.1
x1,27/07/2008,35.87
x1,28/07/2008,60.03
x1,29/07/2008,44.87
x1,30/07/2008,70.72
x1,31/07/2008,18.02
x1,01/08/2008,105.54
x1,02/08/2008,54.39
x1,03/08/2008,91.21
x1,04/08/2008,82.78
x1,05/08/2008,105.37
x1,06/08/2008,70.97
x1,07/08/2008,58.99
x1,08/08/2008,40.74
x1,09/08/2008,51.04
x1,10/08/2008,76.77
x1,11/08/2008,91.6
x1,12/08/2008,59.41
x1,13/08/2008,75.77
x1,14/08/2008,90.46
x1,15/08/2008,91.77
x1,16/08/2008,94.03
x1,17/08/2008,78.73
x1,18/08/2008,63.08
x1,19/08/2008,55.64
x1,20/08/2008,56.46
x1,21/08/2008,85.88
x1,22/08/2008,76.98
x1,23/08/2008,65.85
x1,24/08/2008,41.81
x1,25/08/2008,49.35
x1,26/08/2008,54.34
x1,27/08/2008,66.18
x1,28/08/2008,71.37
x1,29/08/2008,75.67
x1,30/08/2008,37.87
x1,31/08/2008,32.97
x1,01/09/2008,56.05
x1,02/09/2008,54.14
x1,03/09/2008,59.03
x1,04/09/2008,63.55
x1,05/09/2008,84.47
x1,06/09/2008,111.92
x1,07/09/2008,109.14
x1,08/09/2008,108.2
x1,09/09/2008,63.19
x1,10/09/2008,95.45
x1,11/09/2008,72.71
x1,12/09/2008,62.73
x1,13/09/2008,68.95
x1,14/09/2008,56.26
x1,15/09/2008,41.33
x1,16/09/2008,69.8
x1,17/09/2008,72.6
x1,18/09/2008,68.09
x1,19/09/2008,82.86
x1,20/09/2008,129.3
x1,21/09/2008,89.81
x1,22/09/2008,83.3
x1,23/09/2008,121.41
x1,24/09/2008,121.37
x1,25/09/2008,151.18
x1,26/09/2008,137.86
x1,27/09/2008,176.36
x1,28/09/2008,130.36
x1,29/09/2008,130.09
x1,30/09/2008,108.89
x1,01/10/2008,99.33
x1,02/10/2008,98.63
x1,03/10/2008,109.52
x1,04/10/2008,150.33
x1,05/10/2008,117.64
x1,06/10/2008,101.71
x1,07/10/2008,84.06
x1,08/10/2008,100.9
x1,09/10/2008,128.14
x1,10/10/2008,116.96
x1,11/10/2008,82.35
x1,12/10/2008,74.61
x1,13/10/2008,118.2
x1,14/10/2008,52.72
x1,15/10/2008,63.48
x1,16/10/2008,57.45
x1,17/10/2008,73.83
x1,18/10/2008,66.53
x1,19/10/2008,72.24
x1,20/10/2008,61.6
x1,21/10/2008,65.73
x1,22/10/2008,53.67
x1,23/10/2008,59.76
x1,24/10/2008,50.81
x1,25/10/2008,50.85
x1,26/10/2008,39.35
x1,27/10/2008,50.72
x1,28/10/2008,47.51
x1,29/10/2008,52.34
x1,30/10/2008,44.58
x1,31/10/2008,34.9
x1,01/11/2008,29.93
x1,02/11/2008,35.91
x1,03/11/2008,34.42
x1,04/11/2008,36.22
x1,05/11/2008,26.21
x1,06/11/2008,33.68
x1,07/11/2008,31.85
x1,08/11/2008,13.87
x1,09/11/2008,24.46
x1,10/11/2008,32.63
x1,11/11/2008,23.03
x1,12/11/2008,18.4
x1,13/11/2008,19.71
x1,14/11/2008,31.25
x1,15/11/2008,16.83
x1,16/11/2008,22.45
x1,17/11/2008,22.13
x1,18/11/2008,30.68
x1,19/11/2008,28.78
x1,20/11/2008,8.54
x1,21/11/2008,18.27
x1,22/11/2008,18.34
x1,23/11/2008,8.06
x1,24/11/2008,24.75
x1,25/11/2008,16.84
x1,26/11/2008,6.62
x1,27/11/2008,16.65
x1,28/11/2008,22.38
x1,29/11/2008,16.02
x1,30/11/2008,10.83
x1,01/12/2008,17.97
x1,02/12/2008,23.38
x1,03/12/2008,22.17
x1,04/12/2008,15.97
x1,05/12/2008,22.27
x1,06/12/2008,16.12
x1,07/12/2008,10.83
x1,08/12/2008,16.27
x1,09/12/2008,11.29
x1,10/12/2008,4.23
x1,11/12/2008,17.77
x1,12/12/2008,11.71
x1,13/12/2008,10.16
x1,14/12/2008,7.99
x1,15/12/2008,11.47
x1,16/12/2008,8.52
x1,17/12/2008,16.6
x1,18/12/2008,13.03
x1,19/12/2008,1.83
x1,20/12/2008,15.66
x1,21/12/2008,4.79
x1,22/12/2008,7.02
x1,23/12/2008,7.96
x1,24/12/2008,7.87
x1,25/12/2008,7.12
x1,26/12/2008,13.16
x1,27/12/2008,11.38
x1,28/12/2008,7.4
x1,29/12/2008,11.81
x1,30/12/2008,13.76
x1,31/12/2008,11.88
x1,01/01/2009,11.3
x1,02/01/2009,24.01
x1,03/01/2009,17.08
x1,04/01/2009,10.47
x1,05/01/2009,13.55
x1,06/01/2009,11.88
x1,07/01/2009,14.23
x1,08/01/2009,12.97
x1,09/01/2009,6.03
x1,10/01/2009,19.03
x1,11/01/2009,11.99
x1,12/01/2009,1.39
x1,13/01/2009,4.88
x1,14/01/2009,3.82
x1,15/01/2009,3.51
x1,16/01/2009,3.6
x1,17/01/2009,-1.3
x1,18/01/2009,8.59
x1,19/01/2009,5.85
x1,20/01/2009,1.91
x1,21/01/2009,1.73
x1,22/01/2009,6.98
x1,23/01/2009,10.88
x1,24/01/2009,7.04
x1,25/01/2009,5.02
x1,26/01/2009,3.22
x1,27/01/2009,3.09
x1,28/01/2009,2.7
x1,29/01/2009,10.92
x1,30/01/2009,6.68
x1,31/01/2009,25.89
x1,01/02/2009,7.76
x1,02/02/2009,14.46
x1,03/02/2009,12.19
x1,04/02/2009,2.99
x1,05/02/2009,8.5
x1,06/02/2009,3.55
x1,07/02/2009,5.06
x1,08/02/2009,10.3
x1,09/02/2009,7.4
x1,10/02/2009,9.54
x1,11/02/2009,7.89
x1,12/02/2009,3.86
x1,13/02/2009,1.05
x1,14/02/2009,3.59
x1,15/02/2009,10.3
x1,16/02/2009,17.35
x1,17/02/2009,11.29
x1,18/02/2009,14.72
x1,19/02/2009,4.35
x1,20/02/2009,5.62
x1,21/02/2009,12.71
x1,22/02/2009,3.94
x1,23/02/2009,11.16
x1,24/02/2009,6.49
x1,25/02/2009,2.85
x1,26/02/2009,4.05
x1,27/02/2009,2.62
x1,28/02/2009,10.66
x1,01/03/2009,9.78
x1,02/03/2009,3.17
x1,03/03/2009,7.38
x1,04/03/2009,2.62
x1,05/03/2009,6.38
x1,06/03/2009,5.77
x1,07/03/2009,4.88
x1,08/03/2009,4.62
x1,09/03/2009,6.78
x1,10/03/2009,0.13
x1,11/03/2009,7.76
x1,12/03/2009,2.91
x1,13/03/2009,8.21
x1,14/03/2009,5.81
x1,15/03/2009,15.39
x1,16/03/2009,8.03
x1,17/03/2009,4.52
x1,18/03/2009,1.98
x1,19/03/2009,1.21
x1,20/03/2009,1.7
x1,21/03/2009,4.75
x1,22/03/2009,4.19
x1,23/03/2009,0
x1,24/03/2009,7.23
x1,25/03/2009,-3.69
x1,26/03/2009,8.99
x1,27/03/2009,1.47
x1,28/03/2009,-1.72
x1,29/03/2009,10.47
x1,30/03/2009,6.18
x1,31/03/2009,42.58
x1,01/04/2009,6.62
x1,02/04/2009,4.87
x1,03/04/2009,0.86
x1,04/04/2009,20.53
x1,05/04/2009,6.85
x1,06/04/2009,11.85
x1,07/04/2009,4.55
x1,08/04/2009,-1.68
x1,09/04/2009,3.77
x1,10/04/2009,10.26
x1,11/04/2009,-1.56
x1,12/04/2009,6.12
x1,13/04/2009,3.68
x1,14/04/2009,1.78
x1,15/04/2009,1.04
x1,16/04/2009,3.07
x1,17/04/2009,3.79
x1,18/04/2009,-1.92
x1,19/04/2009,9.28
x1,20/04/2009,-0.09
x1,21/04/2009,3.35
x1,22/04/2009,3.95
x1,23/04/2009,2.03
x1,24/04/2009,4.2
x1,25/04/2009,1.64
x1,26/04/2009,5.43
x1,27/04/2009,2.38
x1,28/04/2009,4.11
x1,29/04/2009,2.71
x1,30/04/2009,3.44
x1,01/05/2009,4.49
x1,02/05/2009,0.32
x1,03/05/2009,0.67
x1,04/05/2009,-0.32
x1,05/05/2009,3.14
x1,06/05/2009,-0.88
x1,07/05/2009,1.42
x1,08/05/2009,3.6
x1,09/05/2009,0.95
x1,10/05/2009,5.07
x1,11/05/2009,3.8
x1,12/05/2009,10.1
x1,13/05/2009,27.45
x1,14/05/2009,30.85
x1,15/05/2009,29.78
x1,16/05/2009,7.11
x1,17/05/2009,11.6
x1,18/05/2009,6.7
x1,19/05/2009,25.38
x1,20/05/2009,7.87
x1,21/05/2009,5
x1,22/05/2009,7.63
x1,23/05/2009,14.64
x1,24/05/2009,12.88
x1,25/05/2009,12.36
x1,26/05/2009,6.17
x1,27/05/2009,11.08
x1,28/05/2009,14.05
x1,29/05/2009,11.92
x1,30/05/2009,8.05
x1,31/05/2009,3.59
x1,01/06/2009,9.41
x1,02/06/2009,18.02
x1,03/06/2009,12.46
x1,04/06/2009,10.27
x1,05/06/2009,26.42
x1,06/06/2009,26.13
x1,07/06/2009,11.99
x1,08/06/2009,16.29
x1,09/06/2009,16.94
x1,10/06/2009,26.88
x1,11/06/2009,13.74
x1,12/06/2009,16.93
x1,13/06/2009,21.11
x1,14/06/2009,4.4
x1,15/06/2009,20.58
x1,16/06/2009,17.41
x1,17/06/2009,29.18
x1,18/06/2009,41.08
x1,19/06/2009,27.06
x1,20/06/2009,18.26
x1,21/06/2009,28.41
x1,22/06/2009,21.81
x1,23/06/2009,41.55
x1,24/06/2009,37.1
x1,25/06/2009,24.62
x1,26/06/2009,20.29
x1,27/06/2009,21.69
x1,28/06/2009,26.63
x1,29/06/2009,27.2
x1,30/06/2009,47.23
x1,01/07/2009,49.7
x1,02/07/2009,44.79
x1,03/07/2009,40.78
x1,04/07/2009,22.13
x1,05/07/2009,16
x1,06/07/2009,35.41
x1,07/07/2009,13.87
x1,08/07/2009,1.1
x1,09/07/2009,59.28
x1,10/07/2009,31.24
x1,11/07/2009,28.47
x1,12/07/2009,34.17
x1,13/07/2009,13.85
x1,14/07/2009,19.93
x1,15/07/2009,20.1
x1,16/07/2009,16.67
x1,17/07/2009,10.47
x1,18/07/2009,21.62
x1,19/07/2009,8.38
x1,20/07/2009,28.72
x1,21/07/2009,31.72
x1,22/07/2009,1.24
x1,23/07/2009,7.4
x1,24/07/2009,3
x1,25/07/2009,5.69
x1,26/07/2009,6.41
x1,27/07/2009,11.87
x1,28/07/2009,6.82
x1,29/07/2009,8.07
x1,30/07/2009,-3.13
